Site Crawl Report,saidharmasamrakshanapremakuteeram.qzz.io,2026-08-18
Generated by,seoscore.tools,
Pages scanned,10,

URL,SEO Score,AEO Score,GEO Score,Overall,Failed Checks
"https://saidharmasamrakshanapremakuteeram.qzz.io/?v=1.1.0",98,96,88,95,14
"https://saidharmasamrakshanapremakuteeram.qzz.io/index.html",98,96,88,95,14
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",84,54,49,68,77
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",84,42,48,65,85
"https://saidharmasamrakshanapremakuteeram.qzz.io/gallery.html",86,46,46,66,82
"https://saidharmasamrakshanapremakuteeram.qzz.io/events.html",86,42,46,65,83
"https://saidharmasamrakshanapremakuteeram.qzz.io/dashboard.html",70,53,43,59,96
"https://saidharmasamrakshanapremakuteeram.qzz.io/seva.html",87,40,46,65,84
"https://saidharmasamrakshanapremakuteeram.qzz.io/privacy",70,39,33,53,104
"https://saidharmasamrakshanapremakuteeram.qzz.io/terms",69,31,27,49,111

All Failed Checks,,,,,
URL,Check ID,Category,Description
"https://saidharmasamrakshanapremakuteeram.qzz.io/?v=1.1.0",geo_ai_discovery,GEO,"No AI-discovery files (.well-known/ai.txt, /ai/summary.json, /ai/faq.json) — optional but emerging for AI visibility"
"https://saidharmasamrakshanapremakuteeram.qzz.io/index.html",theme_color,SEO,"No theme-color meta tag (optional, no SEO impact — only affects mobile browser UI)"
"https://saidharmasamrakshanapremakuteeram.qzz.io/index.html",transition_words,SEO,"17% sentences use transition words — aim for 20%+"
"https://saidharmasamrakshanapremakuteeram.qzz.io/index.html",indexnow,SEO,"No IndexNow integration — optional: speeds up Bing/Yandex indexing only, Google does not use IndexNow"
"https://saidharmasamrakshanapremakuteeram.qzz.io/index.html",section_depth,SEO,"1 of 13 H2 sections have < 50 words — add more content or merge thin sections"
"https://saidharmasamrakshanapremakuteeram.qzz.io/index.html",aeo_ai_crawlers,AEO,"robots.txt blocks AI search crawlers (2/8 blocked) — blocked bots (GPTBot, OAI-SearchBot, ClaudeBot, PerplexityBot etc.) cannot cite your content"
"https://saidharmasamrakshanapremakuteeram.qzz.io/index.html",aeo_data_attribution,AEO,"Statistics lack source references — attribute data to boost AI trust"
"https://saidharmasamrakshanapremakuteeram.qzz.io/index.html",geo_paragraph_length,GEO,"56% optimal paragraphs — aim for 20-80 words per paragraph"
"https://saidharmasamrakshanapremakuteeram.qzz.io/index.html",geo_comparison,GEO,"No comparison content — add vs. sections for AI recommendations"
"https://saidharmasamrakshanapremakuteeram.qzz.io/index.html",geo_statistics_density,GEO,"Only 2 data points — adding statistics measurably boosts generative-engine visibility (GEO study, arXiv:2311.09735)"
"https://saidharmasamrakshanapremakuteeram.qzz.io/index.html",geo_knowledge_graph,GEO,"Only 1 authoritative sameAs link — add Wikipedia, LinkedIn, or Wikidata for entity disambiguation"
"https://saidharmasamrakshanapremakuteeram.qzz.io/index.html",geo_passage_citability,GEO,"0% citation-ready passages — write self-contained 120-180 word sections that open with a definition/answer"
"https://saidharmasamrakshanapremakuteeram.qzz.io/index.html",geo_video_schema,GEO,"Video without VideoObject schema — add name, description, thumbnailUrl, uploadDate (+ captions/transcript)"
"https://saidharmasamrakshanapremakuteeram.qzz.io/index.html",geo_bot_access,GEO,"3 AI crawler(s) blocked/challenged: GPTBot, ClaudeBot, PerplexityBot — cannot index this page"
"https://saidharmasamrakshanapremakuteeram.qzz.io/index.html",geo_ai_discovery,GEO,"No AI-discovery files (.well-known/ai.txt, /ai/summary.json, /ai/faq.json) — optional but emerging for AI visibility"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",theme_color,SEO,"No theme-color meta tag (optional, no SEO impact — only affects mobile browser UI)"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",title_h1_alignment,SEO,"Title-H1 alignment: 25% word overlap — title and H1 should share key terms"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",heading_hierarchy,SEO,"Heading hierarchy has gaps (e.g. H1 to H3 without H2)"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",readability_score,SEO,"Readability: 22 (difficult — simplify language)"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",img_dimensions,SEO,"1 images missing width/height — causes layout shift (CLS)"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",external_links,SEO,"No external links — consider linking to authoritative sources"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",script_defer,SEO,"2 render-blocking scripts — add defer or async attribute"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",font_preload,SEO,"No font preload/preconnect — add for faster rendering"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",trust_contact,SEO,"No Contact page link detected — add for trust signals"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",trust_privacy,SEO,"No Privacy Policy link — required by GDPR and improves trust"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",trust_terms,SEO,"No Terms of Service link — add for legal compliance and trust"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",author_byline,SEO,"No author byline — add ""By [Name]"" for E-E-A-T trust"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",keyword_in_url,SEO,"URL lacks title keywords — use a descriptive URL slug"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",first_person,SEO,"Only 1 first-person pronouns — add personal experience (E-E-A-T)"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",transition_words,SEO,"0% sentences use transition words — aim for 20%+"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",event_schema,SEO,"Event content found but no Event schema — add for event rich results"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",h1_length,SEO,"H1 length: 14 characters — too short, aim for 20-70"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",render_blocking,SEO,"1 render-blocking script(s) in head — add defer or async"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",duplicate_ids,SEO,"1 duplicate ID(s) found: ""langSwitcher"" (2x) — must be unique per HTML spec"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",indexnow,SEO,"No IndexNow integration — optional: speeds up Bing/Yandex indexing only, Google does not use IndexNow"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",aeo_definition_lists,AEO,"No definition lists (<dl>) — great for term/value pairs"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",aeo_code_blocks,AEO,"No code blocks — add <code>/<pre> for technical content"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",aeo_faq,AEO,"No FAQ/Q&A section found — Q&A content helps AI extraction (FAQ schema markup is optional since Google retired FAQ rich results in May 2026)"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",aeo_question_headings,AEO,"No question-style headings — try ""How to..."", ""What is..."""
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",aeo_lists,AEO,"Few or no lists — add bullet/numbered lists for better AI parsing"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",aeo_tables,AEO,"No data tables — tables help AI compare and cite data"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",aeo_numbered_steps,AEO,"No numbered steps or ordered lists — add for ""how to"" AI answers"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",aeo_key_value,AEO,"Few key-value patterns — use ""**Label:** value"" format for AI"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",aeo_author,AEO,"No author information — AI values attributed content"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",aeo_date,AEO,"No date information — AI prefers fresh, dated content"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",aeo_eeat,AEO,"Only 2/5 E-E-A-T signals — add about, contact, author info"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",aeo_citations,AEO,"No source citations — reference studies and data for authority"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",aeo_authority_links,AEO,"Few external links — cite authoritative sources for AI trust"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",aeo_conversational,AEO,"Formal tone — use more ""you"", ""your"", ""we"" for AI readability"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",aeo_snippet_ready,AEO,"First paragraph too short for AI snippets"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",aeo_pronoun_density,AEO,"Pronoun density: 0% — add more ""you/your"" for engagement"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",aeo_summary,AEO,"No summary section — add Key Takeaways for AI extraction"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",aeo_qa_blocks,AEO,"Few Q&A blocks — add question headings followed by answer paragraphs"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",aeo_ai_crawlers,AEO,"robots.txt blocks AI search crawlers (2/8 blocked) — blocked bots (GPTBot, OAI-SearchBot, ClaudeBot, PerplexityBot etc.) cannot cite your content"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",aeo_sameas_links,AEO,"No sameAs links in schema — add social profiles for brand recognition"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",aeo_toc,AEO,"No Table of Contents — add jump links for AI content navigation"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",aeo_video,AEO,"No video content — multimedia increases AI engagement and citation rate"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",aeo_data_attribution,AEO,"Statistics lack source references — attribute data to boost AI trust"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",aeo_collapsible,AEO,"No <details>/<summary> elements — use for expandable Q&A content"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",geo_definitions,GEO,"No clear definitions — add ""X is..."" patterns for AI Overview"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",geo_paa_format,GEO,"Few question headings — add Q&A headings for AI Overview"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",geo_content_depth,GEO,"Content may be too thin for AI Overview (636 words, 5 sections)"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",geo_intent_clarity,GEO,"Title and H1 don't align — confusing for AI topic matching"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",geo_structured_answers,GEO,"No step-by-step content — add numbered guides for AI"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",geo_paragraph_length,GEO,"0% optimal paragraphs — aim for 20-80 words per paragraph"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",geo_author_schema,GEO,"No author schema — add for AI trust signals"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",geo_original,GEO,"No original data signals — ""our research shows..."" boosts AI citation"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",geo_expert_quotes,GEO,"No expert quotes — add professional opinions for credibility"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",geo_case_study,GEO,"No examples or case studies — add real-world examples"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",geo_industry_terms,GEO,"Few industry terms — use relevant jargon for topical authority"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",geo_authority_links,GEO,"No links to authoritative sources — cite Google, Schema.org, etc."
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",geo_source_diversity,GEO,"Few external source domains — diversify your references"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",geo_comparison,GEO,"No comparison content — add vs. sections for AI recommendations"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",geo_summary,GEO,"No summary section — add Key Takeaways or TL;DR for AI"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",geo_list_variety,GEO,"No lists found — add lists for structured content"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",geo_format_variety,GEO,"Only 0/6 formatting types — use bold, lists, tables, quotes, code"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",geo_multi_perspective,GEO,"Single-perspective content — add ""on the other hand..."" for balance"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",geo_actionable,GEO,"No actionable content — add ""you should..."", ""try..."", tips"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",geo_conclusion,GEO,"No conclusion — add recommendations or a verdict section"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",geo_semantic_depth,GEO,"4/14 semantic elements — add <article>, <figure>, <time>, etc."
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",geo_time_element,GEO,"No <time> elements — wrap dates in <time datetime=""..."">"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",geo_schema_richness,GEO,"Only 2 Schema type(s) — add more for AI context"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",geo_first_200_words,GEO,"First 200 words lack topic keywords — AI may skip your content for extraction"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",geo_featured_snippet,GEO,"Missing definition or list format — combine ""X is..."" with lists for snippets"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",geo_statistics_density,GEO,"Only 0 data points — adding statistics measurably boosts generative-engine visibility (GEO study, arXiv:2311.09735)"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",geo_author_credentials,GEO,"Author lacks credentials — anonymous content is a GEO penalty"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",geo_comprehensiveness,GEO,"Only 2/6 question types — add What, Why, How headings"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",geo_image_captions,GEO,"No <figure>/<figcaption> — wrap images with descriptive captions for AI"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",geo_knowledge_graph,GEO,"No authoritative sameAs links — add Wikipedia/Wikidata/LinkedIn URIs to schema for entity disambiguation"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",geo_passage_citability,GEO,"0% citation-ready passages — write self-contained 120-180 word sections that open with a definition/answer"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",geo_bot_access,GEO,"3 AI crawler(s) blocked/challenged: GPTBot, ClaudeBot, PerplexityBot — cannot index this page"
"https://saidharmasamrakshanapremakuteeram.qzz.io/about.html",geo_ai_discovery,GEO,"No AI-discovery files (.well-known/ai.txt, /ai/summary.json, /ai/faq.json) — optional but emerging for AI visibility"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",theme_color,SEO,"No theme-color meta tag (optional, no SEO impact — only affects mobile browser UI)"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",title_h1_alignment,SEO,"Title-H1 alignment: 33% word overlap — title and H1 should share key terms"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",h2_exists,SEO,"No H2 tags found"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",heading_hierarchy,SEO,"Heading hierarchy has gaps (e.g. H1 to H3 without H2)"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",readability_score,SEO,"Readability: 3 (difficult — simplify language)"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",sentence_length,SEO,"50% long sentences (>20 words) — break up for readability"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",img_dimensions,SEO,"1 images missing width/height — causes layout shift (CLS)"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",external_links,SEO,"No external links — consider linking to authoritative sources"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",script_defer,SEO,"2 render-blocking scripts — add defer or async attribute"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",font_preload,SEO,"No font preload/preconnect — add for faster rendering"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",trust_contact,SEO,"No Contact page link detected — add for trust signals"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",trust_privacy,SEO,"No Privacy Policy link — required by GDPR and improves trust"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",trust_terms,SEO,"No Terms of Service link — add for legal compliance and trust"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",author_byline,SEO,"No author byline — add ""By [Name]"" for E-E-A-T trust"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",keyword_in_url,SEO,"URL lacks title keywords — use a descriptive URL slug"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",first_person,SEO,"Only 0 first-person pronouns — add personal experience (E-E-A-T)"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",transition_words,SEO,"0% sentences use transition words — aim for 20%+"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",h1_length,SEO,"H1 length: 17 characters — too short, aim for 20-70"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",render_blocking,SEO,"1 render-blocking script(s) in head — add defer or async"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",indexnow,SEO,"No IndexNow integration — optional: speeds up Bing/Yandex indexing only, Google does not use IndexNow"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",aeo_definition_lists,AEO,"No definition lists (<dl>) — great for term/value pairs"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",aeo_code_blocks,AEO,"No code blocks — add <code>/<pre> for technical content"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",aeo_faq,AEO,"No FAQ/Q&A section found — Q&A content helps AI extraction (FAQ schema markup is optional since Google retired FAQ rich results in May 2026)"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",aeo_question_headings,AEO,"No question-style headings — try ""How to..."", ""What is..."""
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",aeo_lists,AEO,"Few or no lists — add bullet/numbered lists for better AI parsing"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",aeo_tables,AEO,"No data tables — tables help AI compare and cite data"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",aeo_direct_answers,AEO,"No concise answer paragraphs detected — add short summaries after headings"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",aeo_numbered_steps,AEO,"No numbered steps or ordered lists — add for ""how to"" AI answers"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",aeo_key_value,AEO,"Few key-value patterns — use ""**Label:** value"" format for AI"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",aeo_section_depth,AEO,"Avg 0 words/section — expand sections for AI comprehension"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",aeo_author,AEO,"No author information — AI values attributed content"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",aeo_date,AEO,"No date information — AI prefers fresh, dated content"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",aeo_eeat,AEO,"Only 2/5 E-E-A-T signals — add about, contact, author info"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",aeo_citations,AEO,"No source citations — reference studies and data for authority"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",aeo_authority_links,AEO,"Few external links — cite authoritative sources for AI trust"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",aeo_answer_box,AEO,"Only 0 concise answer paragraph(s) after headings — add 2+ short summaries (40-200 chars) right after H2/H3 tags"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",aeo_conversational,AEO,"Formal tone — use more ""you"", ""your"", ""we"" for AI readability"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",aeo_snippet_ready,AEO,"First paragraph too short for AI snippets"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",aeo_reading_level,AEO,"Avg 24 words/sentence — simplify for AI and voice"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",aeo_pronoun_density,AEO,"Pronoun density: 0% — add more ""you/your"" for engagement"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",aeo_summary,AEO,"No summary section — add Key Takeaways for AI extraction"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",aeo_heading_density,AEO,"Only 1 H2/H3 headings — add more to structure your content"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",aeo_qa_blocks,AEO,"Few Q&A blocks — add question headings followed by answer paragraphs"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",aeo_ai_crawlers,AEO,"robots.txt blocks AI search crawlers (2/8 blocked) — blocked bots (GPTBot, OAI-SearchBot, ClaudeBot, PerplexityBot etc.) cannot cite your content"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",aeo_sameas_links,AEO,"No sameAs links in schema — add social profiles for brand recognition"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",aeo_brand_consistency,AEO,"Brand name inconsistent — align site name across title, og:site_name, Organization schema"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",aeo_toc,AEO,"No Table of Contents — add jump links for AI content navigation"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",aeo_video,AEO,"No video content — multimedia increases AI engagement and citation rate"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",aeo_data_attribution,AEO,"Statistics lack source references — attribute data to boost AI trust"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",aeo_collapsible,AEO,"No <details>/<summary> elements — use for expandable Q&A content"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",aeo_entity_consistency,AEO,"Brand name used inconsistently (5 partial vs 2 full) — standardize"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",geo_definitions,GEO,"No clear definitions — add ""X is..."" patterns for AI Overview"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",geo_paa_format,GEO,"Few question headings — add Q&A headings for AI Overview"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",geo_content_depth,GEO,"Content may be too thin for AI Overview (559 words, 0 sections)"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",geo_structured_answers,GEO,"No step-by-step content — add numbered guides for AI"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",geo_paragraph_length,GEO,"10% optimal paragraphs — aim for 20-80 words per paragraph"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",geo_author_schema,GEO,"No author schema — add for AI trust signals"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",geo_original,GEO,"No original data signals — ""our research shows..."" boosts AI citation"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",geo_expert_quotes,GEO,"No expert quotes — add professional opinions for credibility"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",geo_case_study,GEO,"No examples or case studies — add real-world examples"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",geo_industry_terms,GEO,"Few industry terms — use relevant jargon for topical authority"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",geo_authority_links,GEO,"No links to authoritative sources — cite Google, Schema.org, etc."
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",geo_source_diversity,GEO,"Few external source domains — diversify your references"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",geo_comparison,GEO,"No comparison content — add vs. sections for AI recommendations"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",geo_summary,GEO,"No summary section — add Key Takeaways or TL;DR for AI"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",geo_list_variety,GEO,"No lists found — add lists for structured content"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",geo_format_variety,GEO,"Only 1/6 formatting types — use bold, lists, tables, quotes, code"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",geo_multi_perspective,GEO,"Single-perspective content — add ""on the other hand..."" for balance"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",geo_actionable,GEO,"No actionable content — add ""you should..."", ""try..."", tips"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",geo_conclusion,GEO,"No conclusion — add recommendations or a verdict section"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",geo_semantic_depth,GEO,"4/14 semantic elements — add <article>, <figure>, <time>, etc."
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",geo_time_element,GEO,"No <time> elements — wrap dates in <time datetime=""..."">"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",geo_subtopic_depth,GEO,"Few sections have subtopics — add H3 subheadings for depth"
"https://saidharmasamrakshanapremakuteeram.qzz.io/trustees.html",geo_schema_richness,GEO,"Only 2 Schema type(s) — add more for AI context"
